module_group,avg_total_l2,avg_ratio,ratio_std,avg_ma_total,avg_std_total,avg_sparsity,avg_heavy_tail,stability_ratio,recommended_bits,rationale
sam_mask_decoder.conv_s1.bias,0.00027238200887634025,0.00040629796828014656,0.00023960707418753456,0.000276089580819028,0.00015287541255733672,0.8981118223798736,52394.76971630984,0.5537167034838013,32,Extreme gradient-to-weight scaling
sam_mask_decoder.conv_s1.weight,0.00035809969485062936,7.6180442624541e-05,5.219499229051704e-05,0.0003625473914947231,0.00023553137170709198,0.9891355507975356,1241399.9121343165,0.6496567820720899,32,Extreme gradient-to-weight scaling
sam_mask_decoder.iou_prediction_head.layers.0,0.0021015736026682766,0.00011845011234316706,0.00010314912106299017,0.002128382883449568,0.0016982263230033087,0.9793575289417973,88083.86028252137,0.7978951231983764,32,Extreme gradient-to-weight scaling
sam_mask_decoder.iou_prediction_head.layers.1,0.0024571456202273152,0.00011641832480950854,0.00011950393157809907,0.0024907794995650437,0.0023163176591141283,0.9764417869358276,861.1527398143651,0.929956930960215,32,Extreme gradient-to-weight scaling
sam_mask_decoder.iou_prediction_head.layers.2,0.005507744808846343,0.0008684925188801452,0.0010108096633738499,0.005581684209251861,0.005976494319369842,0.8006886427873307,60.54597789651825,1.0707331506615096,16,High gradient dynamics or heavy tails
sam_mask_decoder.iou_token.weight,0.00013060548004610294,0.00011304273637802735,7.204389218991823e-05,0.00013149743507351625,7.872311320049944e-05,0.9165138543289173,133.80586688179207,0.5986665303128363,32,Extreme gradient-to-weight scaling
sam_mask_decoder.mask_tokens.weight,0.00023600358279351065,7.23601249422812e-05,3.718820780731314e-05,0.00023508327163959078,0.00011939994938512492,0.9544196009246039,578.273439507289,0.5079049162127475,32,Extreme gradient-to-weight scaling
sam_mask_decoder.obj_score_token.weight,0.00010847722807699503,4.3789615973868236e-05,2.6434768690341968e-05,0.00010750927165378962,6.420360368737604e-05,0.9227668102787254,235.08532945205144,0.5971913184765113,32,Extreme gradient-to-weight scaling
sam_mask_decoder.output_hypernetworks_mlps.0.layers,0.0014473766505571832,4.6867457123046024e-05,6.136588853943939e-05,0.0014089281468852622,0.001840014148342701,0.977638926597503,3259.963370162357,1.305967342912729,32,Extreme gradient-to-weight scaling
sam_mask_decoder.output_hypernetworks_mlps.1.layers,0.0011496478341035399,4.00816098991922e-05,3.845647426733201e-05,0.0011682047616580742,0.0010140186959712437,0.9497071814688307,5215.476332447216,0.8680145204441825,32,Extreme gradient-to-weight scaling
sam_mask_decoder.output_hypernetworks_mlps.2.layers,0.0007818339848169621,2.302023213842537e-05,2.937511602532786e-05,0.000806253210777021,0.0008398297734821183,0.9550166448193184,6037.730903605244,1.0416451832455191,32,Extreme gradient-to-weight scaling
sam_mask_decoder.output_hypernetworks_mlps.3.layers,0.0011041740443650297,3.5795035861299524e-05,4.2160432727252634e-05,0.0011128152794153757,0.0010262042821806313,0.9488229516266509,12204.544899358318,0.9221694751708962,32,Extreme gradient-to-weight scaling
sam_mask_decoder.output_upscaling.0.bias,0.0002723325279752633,0.0005893530677517197,0.0003474531599689614,0.00027603124626180775,0.00015281310996923344,0.8981332703700883,31511.99688266752,0.5536080137257163,32,Extreme gradient-to-weight scaling
sam_mask_decoder.output_upscaling.0.weight,0.003946773282460408,0.0005458285575798326,0.0002959914508828536,0.003994671405134914,0.0020781420218343996,0.9989209195140237,9614464.321136773,0.5202285272233081,32,Extreme gradient-to-weight scaling
sam_mask_decoder.output_upscaling.1.bias,0.0008255964535435297,0.0004930398198403293,0.0003338368796500176,0.0008377306566329511,0.0005172578313760171,0.9131280061829168,138.5041798638108,0.6174512383908757,32,Extreme gradient-to-weight scaling
sam_mask_decoder.output_upscaling.1.weight,0.0010516923771913002,0.00027661445434216914,0.00019692207259002707,0.0010687313799586976,0.0007038648488751582,0.9423727313492334,206.99380215764126,0.658598467373869,32,Extreme gradient-to-weight scaling
